ID,电影名,地区,导演,主演,类型,特色,评分,评分标准差
2028666,换子疑云,美国,克林特·伊斯特伍德,安吉丽娜·朱莉|盖特林·格里菲斯|米歇尔·冈|约翰·马尔科维奇|科鲁姆·费奥瑞,惊悚|悬疑|剧情|犯罪,女性|经典,8.4,1.3726334407532461
2028669,丁丁历险记,美国,史蒂文·斯皮尔伯格,杰米·贝尔|安迪·瑟金斯|丹尼尔·克雷格|西蒙·佩吉|尼克·弗罗斯特,剧情|喜剧|悬疑|冒险|动作,经典,7.6,1.3205921223189054
2028677,雨果,美国,马丁·斯科塞斯,阿萨·巴特菲尔德|科洛·莫瑞兹|本·金斯利|萨莎·拜伦·科恩|裘德·洛,剧情|奇幻|悬疑|科幻|传记,感人|经典|励志|文艺,7.6,1.3704703813141044
2037012,革命之路,英国,萨姆·门德斯,莱昂纳多·迪卡普里奥|凯特·温丝莱特|迈克尔·珊农|芮安·辛普金斯|克里斯托弗·菲茨杰拉德,爱情|剧情,女性|经典|文艺,8.0,1.3784706006785863
2051007,哈利·波特与死亡圣器(上),美国,大卫·叶茨,丹尼尔·雷德克里夫|艾玛·沃森|鲁伯特·格林特|海伦娜·伯翰·卡特|拉尔夫·费因斯,剧情|奇幻|悬疑|冒险|动作,魔幻|经典|青春,7.9,1.3002361319227769
2053515,曾经,爱尔兰,约翰·卡尼,格伦·汉塞德|玛可塔·伊尔格洛娃,爱情|音乐|剧情|同性,感人|经典|文艺|青春,8.3,1.3964647848107026
2063914,哥斯拉,日本,本多猪四郎 ,宝田明|平田昭彦|志村乔|堺左千夫,剧情|惊悚|恐怖|科幻|冒险|灾难|动作,经典,7.2,1.2903881083936348
2124586,飓风营救,法国,皮埃尔·莫瑞尔,连姆·尼森|玛姬·格蕾斯|法米克·詹森|勒兰德·奥瑟|强·格瑞斯,动作|惊悚|剧情|犯罪,经典,8.2,1.286337641063631
2132930,速度与激情4,美国,林诣彬,范·迪塞尔|保罗·沃克|米歇尔·罗德里格兹|乔丹娜·布鲁斯特|盖尔·加朵,动作|冒险|剧情|犯罪,经典,7.6,1.1813768550109662
2161696,他其实没那么喜欢你,德国,肯·卡皮斯,詹妮弗·安妮斯顿|本·阿弗莱克|詹妮弗·康纳利|布莱德利·库珀|斯嘉丽·约翰逊,爱情|剧情|喜剧,女性|经典|励志|文艺,7.7,1.3118898901463856
2209573,贫民窟的百万富翁,印度,丹尼·博伊尔|洛芙琳·坦丹,戴夫·帕特尔|沙鲁巴·舒克拉|亚尼·卡普|拉詹德拉纳斯·祖特施|吉尼瓦·塔瓦尔,爱情|喜剧|剧情,感人|经典|励志|青春,8.5,1.485172103583411
2209575,少年时代,美国,理查德·林克莱特,埃拉·科尔特兰|帕特丽夏·阿奎特|伊桑·霍克|罗蕾莱·林克莱特|史蒂芬·切斯特·普林斯,传记|战争|剧情,励志|经典|文艺|青春,8.5,1.4440916536285076
2268359,暮光之城,美国,凯瑟琳·哈德威克,克里斯汀·斯图尔特|罗伯特·帕丁森|比利·伯克|阿什丽·格林尼|妮基·瑞德,爱情|剧情|奇幻|惊悚|科幻,魔幻|经典|青春,7.3,1.4100564737836783
2300586,这个男人来自地球,美国,理查德·沙因克曼,大卫·李·史密斯|托尼·托德|约翰·比灵斯列|安妮卡·彼得森|阿丽西丝·索普,剧情|奇幻|悬疑|历史|科幻,经典|文艺,8.5,1.5228572139547727
2334904,禁闭岛,美国,马丁·斯科塞斯,莱昂纳多·迪卡普里奥|马克·鲁弗洛|本·金斯利|马克斯·冯·叙多夫|米歇尔·威廉姆斯,剧情|犯罪|惊悚|恐怖|悬疑,经典,8.7,1.3948909350629246
2336735,生命之树,法国,泰伦斯·马力克,布拉德·皮特|西恩·潘|杰西卡·查斯坦|亨特·麦奎肯|拉勒米·艾普勒,剧情|奇幻,经典|文艺,7.0,1.395360538008378
2336737,米尔克,美国,格斯·范·桑特,西恩·潘|乔什·布洛林|詹姆斯·弗兰科|迭戈·卢纳|埃米尔·赫斯基,爱情|剧情|同性|历史|传记,经典|励志,8.3,1.0455002116847993
2368641,情人节,美国,盖瑞·马歇尔,朱莉娅·罗伯茨|安妮·海瑟薇|杰西卡·阿尔芭|杰西卡·贝尔|布莱德利·库珀,爱情|剧情|奇幻|喜剧|同性,感人|青春|搞笑|文艺|经典|魔幻,7.0,0.3533625464712566
2369549,公众之敌,美国,迈克尔·曼,约翰尼·德普|克里斯蒂安·贝尔|玛丽昂·歌迪亚|比利·克鲁德普|吉奥瓦尼·瑞比西,剧情|犯罪|悬疑|历史|传记|动作,经典|黑帮,7.4,1.2491502617284984
2969282,七磅,美国,加布里埃莱·穆奇诺,威尔·史密斯|罗莎里奥·道森|伍迪·哈里森|巴里·佩珀|迈克尔·伊雷,爱情|剧情,感人|经典|励志,8.1,1.3223785494162021
2973079,霍比特人3：五军之战,美国,彼得·杰克逊,马丁·弗瑞曼|伊恩·麦克莱恩|理查德·阿米蒂奇|伊万杰琳·莉莉|李·佩斯,战争|剧情|奇幻|科幻|冒险|动作,魔幻|经典,8.2,0.3622951604873819
2974278,蓝色情人节,美国,德里克·斯安弗朗斯,瑞恩·高斯林|米歇尔·威廉姆斯|费丝·瓦拉迪卡|约翰·道曼|迈克·沃格尔,爱情|剧情,经典|文艺,7.8,1.3388364036421851
2997134,创：战纪,美国,约瑟夫·科辛斯基,加内特·赫德兰|奥利维亚·王尔德|杰夫·布里吉斯|布鲁斯·巴克林纳|詹姆斯·弗莱恩,奇幻|惊悚|科幻|冒险|动作,经典,6.5,1.3444033261308408
3006783,机械师,西班牙,布拉德·安德森,克里斯蒂安·贝尔|詹妮弗·杰森·李|艾塔娜·桑切斯-希洪|约翰·沙拉恩|迈克尔·艾恩塞德,剧情|犯罪|惊悚|恐怖|悬疑|科幻|动作,经典|文艺,7.5,1.2249540923944067
3008247,穿条纹睡衣的男孩,德国,马克·赫尔曼,阿萨·巴特菲尔德|维拉·法米加|大卫·休里斯|杰克·塞隆|鲁伯特·弗兰德,战争|剧情|历史,感人|经典,8.9,0.43437224276306924
3009161,守法公民,美国,F·加里·格雷,杰米·福克斯|杰拉德·巴特勒|科尔姆·米尼|布鲁斯·麦克吉尔|莱丝莉·比伯,剧情|犯罪|惊悚|悬疑|动作,经典,7.9,1.3058619449779048
3011049,姐姐的守护者,美国,尼克·卡萨维茨,卡梅隆·迪亚兹|阿比盖尔·布蕾斯琳|苏菲亚·威希涅瓦|亚历克·鲍德温|琼·库萨克,剧情,女性|感人|经典|励志,8.2,1.37147588943015
3011051,恐怖游轮,澳大利亚,克里斯托弗·史密斯,梅利莎·乔治|利亚姆·海姆斯沃斯|迈克尔·多曼|瑞秋·卡帕尼|艾玛·朗,剧情|惊悚|恐怖|悬疑|科幻,经典,8.4,1.456412687651735
3011072,珍爱,美国,李·丹尼尔斯,加布蕾·丝迪贝|莫妮克|宝拉·巴顿|玛丽亚·凯莉|蓝尼·克罗维兹,爱情|剧情|同性,女性|感人|经典|励志,8.1,1.2662385674579133
3011093,成长教育,法国,罗勒·莎菲,凯瑞·穆里根|彼得·萨斯加德|阿尔弗雷德·莫里纳|卡拉·西摩|奥莉维亚·威廉姆斯,爱情|剧情,女性|励志|青春|文艺|经典,7.7,1.2762870667466104
3011308,孤儿怨,加拿大,佐米·希尔拉,维拉·法米加|彼得·萨斯加德|伊莎贝拉·弗尔曼|希·庞德|吉米·本内特,剧情|犯罪|惊悚|恐怖|悬疑,女性|经典,8.1,1.3598996223295956
3023164,点球成金,美国,贝尼特·米勒,布拉德·皮特|乔纳·希尔|菲利普·塞默·霍夫曼|罗宾·怀特|克里斯·帕拉特,传记|剧情,经典|励志,8.2,1.3242563955048159
3026357,老爷车,德国,克林特·伊斯特伍德,克林特·伊斯特伍德|克里斯托弗·卡利|比·王|安蕾·荷|布莱恩·黑利,爱情|剧情|犯罪,感人|经典,8.6,1.3747682908579533
3041269,永无止境,美国,罗伯特·汤,比利·克鲁德普|唐纳德·萨瑟兰|莫妮卡·波特,爱情|剧情|奇幻|犯罪|喜剧|惊悚|悬疑|科幻|传记|动作,经典|励志|青春,7.9,1.2249540923944056
3073073,简爱,意大利,佛朗哥·泽菲雷里,威廉·赫特|夏洛特·甘斯布|安娜·帕奎因,爱情|剧情,女性|经典|励志|文艺,7.9,1.207227406916678
3075287,源代码,加拿大,邓肯·琼斯,杰克·吉伦哈尔|维拉·法米加|米歇尔·莫纳汉|杰弗里·怀特|拉塞尔·皮特斯,爱情|剧情|奇幻|犯罪|惊悚|悬疑|科幻|动作,经典,8.3,1.3766516652419918
3077413,蝴蝶效应3：启示,美国,塞斯·格罗斯曼,克里斯·卡马克|蕾切尔·敏纳,剧情|奇幻|犯罪|惊悚|恐怖|悬疑|科幻,经典,6.7,1.2445449409996157
3143676,林中小屋,德国,汉斯·魏因加特纳,尤莉亚·延奇|Eleonore Weisgerber,剧情|喜剧|奇幻|惊悚|恐怖|悬疑|冒险,经典|文艺,7.1,1.3459998796892296
3169043,我的名字叫可汗,印度,卡伦·乔哈尔,沙鲁克·汗|卡卓儿|肖恩·哈珀|Harmony Blossom,爱情|剧情,感人|经典|励志,8.4,1.4648147786963879
3205624,社交网络,美国,大卫·芬奇,杰西·艾森伯格|安德鲁·加菲尔德|贾斯汀·汀布莱克|鲁妮·玛拉|约瑟夫·梅泽罗,传记|剧情,经典|励志|青春,8.1,1.4577290951077102
3217149,忍者神龟：变种时代,美国,乔纳森·里贝斯曼,梅根·福克斯|威尔·阿奈特|威廉·菲德内尔|阿兰·里奇森|诺尔·费舍,剧情|犯罪|喜剧|奇幻|科幻|冒险|动作,搞笑|经典,6.4,1.2305201966818389
3217169,勇士,美国,加文·欧康诺,汤姆·哈迪|乔尔·埃哲顿|尼克·诺特|詹妮弗·莫里森|弗兰克·格里罗,战争|剧情|历史|冒险|动作,感人|励志|经典|搞笑,8.9,1.4917301541379888
3233761,宿醉,美国,托德·菲利普斯,布莱德利·库珀|艾德·赫尔姆斯|扎克·加利凡纳基斯|贾斯汀·巴萨|海瑟·格拉汉姆,剧情|悬疑|犯罪|喜剧,搞笑|经典,7.6,1.3630937002645758
3236904,自闭历程,美国,米克·杰克逊,克莱尔·丹妮丝|朱莉娅·奥蒙德|凯瑟琳·欧哈拉|大卫·斯特雷泽恩|Barry Tubb,传记|剧情,女性|经典|励志,8.8,1.306150891265542
3275168,单身男子,美国,汤姆·福特,科林·费尔斯|朱丽安·摩尔|尼古拉斯·霍尔特|马修·古迪|金妮弗·古德温,爱情|同性|剧情,经典|文艺,8.5,1.4238287321298855
3319755,怦然心动,美国,罗伯·莱纳,玛德琳·卡罗尔|卡兰·麦克奥利菲|瑞贝卡·德·莫妮|安东尼·爱德华兹|约翰·马奥尼,爱情|剧情|喜剧|歌舞,感人|经典|文艺|青春,8.9,1.458785269538208
3338862,终结者：创世纪,美国,阿兰·泰勒,阿诺·施瓦辛格|杰森·克拉克|艾米莉亚·克拉克|杰·科特尼|J·K·西蒙斯,战争|剧情|惊悚|科幻|冒险|动作,经典,6.9,1.2279616574891126
3364223,了不起的盖茨比,澳大利亚,巴兹·鲁赫曼,莱昂纳多·迪卡普里奥|凯瑞·穆里根|托比·马奎尔|艾拉·菲舍尔|乔尔·埃哲顿,爱情|传记|剧情,经典|励志|文艺,7.7,1.3522260242069564
3541415,盗梦空间,英国,克里斯托弗·诺兰,莱昂纳多·迪卡普里奥|约瑟夫·高登-莱维特|艾伦·佩吉|汤姆·哈迪|渡边谦,爱情|剧情|犯罪|奇幻|惊悚|悬疑|科幻|冒险|动作,经典,9.3,1.6172603890137327
3569943,命运规划局,美国,乔治·诺非,马特·达蒙|艾米莉·布朗特|迈克尔·凯利|Chuck Scarborough|乔恩·斯图尔特,爱情|剧情|奇幻|喜剧|惊悚|悬疑|科幻|动作,经典|励志,6.9,1.2017429704010179
3592854,疯狂的麦克斯4：狂暴之路,澳大利亚,乔治·米勒,汤姆·哈迪|查理兹·塞隆|尼古拉斯·霍尔特|休·基斯-拜恩|乔什·赫尔曼,战争|剧情|奇幻|犯罪|惊悚|科幻|冒险|动作,女性|经典,8.5,1.5502205936588294
3592859,囚徒,澳大利亚,Michael Spiccia,韦德·布里格斯,犯罪|剧情|惊悚|悬疑|科幻,经典|青春,7.0,1.3138241035651297
3626372,大地惊雷,美国,乔尔·科恩|伊桑·科恩,杰夫·布里吉斯|海莉·斯坦菲尔德|马特·达蒙|乔什·布洛林|巴里·佩珀,剧情|犯罪|冒险|西部|动作,经典|励志|青春,8.1,1.3858121278426256
3642835,黑衣人3,美国,巴里·索南菲尔德,威尔·史密斯|汤米·李·琼斯|乔什·布洛林|杰梅奈·克莱门特|艾玛·汤普森,剧情|奇幻|喜剧|科幻|动作,搞笑|经典,7.5,1.2616797469271557
3743114,黄海,韩国,罗泓轸,河正宇|金允石|郑满植|李哲民 |李艾,剧情|犯罪|惊悚|悬疑|动作,经典|黑帮,8.4,1.3122469778498094
3793783,地心引力,美国,阿方索·卡隆,桑德拉·布洛克|乔治·克鲁尼|艾德·哈里斯|奥托·伊格内修森|法尔杜特·夏尔马,剧情|惊悚|科幻|冒险|灾难,经典|励志,7.8,1.5256758802891282
3804629,招魂,美国,温子仁,维拉·法米加|帕特里克·威尔森|莉莉·泰勒|朗·里维斯顿|珊莉·卡斯韦尔,惊悚|悬疑|恐怖|剧情,经典,7.6,1.236212007865549
3819877,活埋,法国,罗德里戈·科尔特斯,瑞恩·雷诺兹|何塞·路易斯·加西亚·佩雷斯|罗伯特·帕特森,战争|剧情|犯罪|惊悚|恐怖|悬疑,经典,7.8,1.33977185015896
3895511,遗落战境,美国,约瑟夫·科辛斯基,汤姆·克鲁斯|摩根·弗里曼|欧嘉·柯瑞兰寇|尼古拉·科斯特-瓦尔道|佐伊·贝尔,爱情|战争|剧情|奇幻|悬疑|科幻|冒险|灾难|动作,经典,6.9,1.2796716516887625
4023638,国王的演讲,澳大利亚,汤姆·霍珀,科林·费尔斯|杰弗里·拉什|海伦娜·伯翰·卡特|盖·皮尔斯|迈克尔·刚本,传记|剧情|历史,感人|经典|励志|文艺,8.3,1.422883055520483
4116480,菲利普船长,美国,保罗·格林格拉斯,汤姆·汉克斯|巴克德·阿巴蒂|巴哈德·阿布迪|法塞尔·阿迈德|马哈特·M·阿里,冒险|战争|犯罪|剧情|惊悚|悬疑|传记|动作,经典,8.1,0.3864346788349737
4164444,127小时,英国,丹尼·博伊尔,詹姆斯·弗兰科|丽兹·卡潘|凯特·玛拉|爱波·塔布琳|克蕾曼丝·波西,传记|惊悚|冒险|剧情,经典|励志,8.1,1.341230234423347
4202982,冰雪奇缘,美国,克里斯·巴克|珍妮弗·李,克里斯汀·贝尔|伊迪娜·门泽尔|乔纳森·格罗夫|乔什·加德|圣蒂诺·方塔纳,爱情|剧情|奇幻|喜剧|音乐|冒险|歌舞,魔幻,8.3,1.3383122727425225
4319218,午夜巴黎,西班牙,伍迪·艾伦,欧文·威尔逊|玛丽昂·歌迪亚|瑞秋·麦克亚当斯|汤姆·希德勒斯顿|凯西·贝茨,爱情|剧情|奇幻|喜剧,经典|文艺,8.2,1.3519157067613434
4724373,死神来了5,美国,史蒂文·奎里 ,麦尔斯·费舍|尼克·达歌斯托|大卫·科恩查内|艾玛·贝尔|梅甘·欧瑞,惊悚|恐怖|悬疑|科幻|灾难,经典,6.5,1.224459837090053
4767216,憨豆特工2,法国,奥利弗·帕克,罗温·艾金森|吉莲·安德森|多米尼克·威斯特|裴淳华|丹尼尔·卡卢亚,剧情|喜剧|犯罪|冒险|动作,搞笑|经典,7.0,1.2297191231887385
4798888,叫我第一名,美国,彼得·维纳,詹姆斯·沃克|特里特·威廉斯|多米尼克·斯科特·凯伊|莎拉·德鲁|凯瑟琳·约克,传记|剧情,感人|经典|励志,8.6,1.4480185355101263
4915107,留下我,美国,达斯汀·巴拉德,瑞恩·敦拉普|马克·古利克森|萨拉·凡·厄曼|克里斯托弗·埃克斯|贾斯汀·克鲁斯,爱情|剧情|奇幻,感人|经典|文艺,8.9,1.2424882909224855
4924142,时间规划局,美国,安德鲁·尼科尔,阿曼达·塞弗里德|贾斯汀·汀布莱克|基里安·墨菲|文森特·卡塞瑟|亚历克斯·帕蒂弗,爱情|剧情|犯罪|奇幻|惊悚|悬疑|科幻|冒险|动作,经典|励志,6.9,1.168442645559653
5322596,超脱,美国,托尼·凯耶,艾德里安·布洛迪|马西娅·盖伊·哈登|詹姆斯·肯恩|克里斯蒂娜·亨德里克斯|刘玉玲,悬疑|剧情,感人|励志|青春|文艺|经典,8.8,1.262920931030044
5323957,安德的游戏,美国,加文·胡德,阿萨·巴特菲尔德|哈里森·福特|海莉·斯坦菲尔德|阿比盖尔·布蕾斯琳|本·金斯利,战争|剧情|奇幻|科幻|冒险|动作,经典|青春,6.9,1.278432505594841
5327268,荒野猎人,美国,亚利桑德罗·冈萨雷斯·伊纳里图,莱昂纳多·迪卡普里奥|汤姆·哈迪|多姆纳尔·格里森|威尔·保尔特|福勒斯特·古德勒克,剧情|惊悚|悬疑|历史|冒险|西部,经典|励志,7.8,1.3027024016705753
5387041,浮生一日,美国,凯文·麦克唐纳|Natalia|Andreadis,Cindy|Baer,剧情,感人|经典,8.8,1.4882652704313768
6097775,艺术家,法国,米歇尔·阿扎纳维西于斯,让·杜雅尔丹|贝热尼丝·贝乔|约翰·古德曼|詹姆斯·克伦威尔|比茜·图诺克,爱情|音乐|剧情|喜剧,感人|经典,8.4,1.4690215912984312
6307447,被解救的姜戈,美国,昆汀·塔伦蒂诺,杰米·福克斯|莱昂纳多·迪卡普里奥|克里斯托弗·沃尔兹|塞缪尔·杰克逊|凯丽·华盛顿,爱情|犯罪|剧情|历史|冒险|西部|动作,经典,8.6,1.4125854302824823
6311303,加勒比海盗5：死无对证,美国,艾斯彭·山德伯格|乔阿吉姆·罗恩尼,约翰尼·德普|哈维尔·巴登|杰弗里·拉什|布伦顿·思韦茨|卡雅·斯考达里奥,剧情|喜剧|奇幻|科幻|冒险|动作,搞笑|魔幻|经典|励志,7.2,1.3042910685698361
6537500,速度与激情6,美国,林诣彬,范·迪塞尔|保罗·沃克|道恩·强森|乔丹娜·布鲁斯特|米歇尔·罗德里格兹,爱情|剧情|犯罪|惊悚|冒险|动作,经典,7.7,1.2982936377602834
6549903,逃离德黑兰,伊朗,本·阿弗莱克,本·阿弗莱克|布莱恩·科兰斯顿|凯尔·钱德勒|约翰·古德曼|克里·杜瓦尔,战争|剧情|冒险|惊悚|悬疑|历史|传记|动作,经典,8.2,1.418570442316357
6722879,她,德国,保罗·范霍文,伊莎贝尔·于佩尔|罗兰·拉斐特|安妮·康斯金尼|夏尔·贝尔林|维尔日妮·埃菲拉,爱情|剧情|犯罪|喜剧|奇幻|惊悚|悬疑|科幻,感人|女性|经典|文艺,7.7,1.463462294898563
6786002,触不可及,法国,奥利维埃·纳卡什|埃里克·托莱达诺,弗朗索瓦·克鲁塞|奥玛·希|安娜·勒尼|奥德雷·弗勒罗|托马·索利韦尔,爱情|战争|剧情|喜剧,感人|励志|搞笑|文艺|经典,9.2,1.5408011325435966
6845667,秘密特工,美国,盖·里奇,亨利·卡维尔|艾米·汉莫|艾丽西亚·维坎德|西尔维斯特·格罗特|休·格兰特,犯罪|剧情|喜剧|悬疑|冒险|动作,搞笑|经典,8.0,1.2735176376194444
6874403,再次出发之纽约遇见你,美国,约翰·卡尼,凯拉·奈特莉|马克·鲁弗洛|亚当·莱文|詹姆斯·柯登|海莉·斯坦菲尔德,爱情|音乐|喜剧|剧情,感人|经典|励志|文艺,8.5,1.3441678167127922
7051900,宿醉3,美国,托德·菲利普斯,布莱德利·库珀|扎克·加利凡纳基斯|艾德·赫尔姆斯|贾斯汀·巴萨|郑肯,冒险|喜剧|剧情|犯罪,经典,6.4,1.216738032290176
10440138,侏罗纪世界,美国,科林·特雷沃罗,克里斯·帕拉特|布莱丝·达拉斯·霍华德|文森特·多诺费奥|泰·辛普金斯|尼克·罗宾森,爱情|剧情|喜剧|惊悚|科幻|冒险|灾难|动作,搞笑|经典,7.7,1.280702619345802
10463953,模仿游戏,英国,莫滕·泰杜姆,本尼迪克特·康伯巴奇|凯拉·奈特莉|马修·古迪|罗里·金奈尔|艾伦·里奇,爱情|战争|剧情|同性|历史|传记,感人|励志|经典|文艺,8.6,1.3560818404351402
10485526,潜伏2,美国,温子仁,帕特里克·威尔森|萝丝·拜恩|泰·辛普金斯|林·沙烨|芭芭拉·赫希,惊悚|恐怖,经典,7.8,1.2506594005444542
10485647,X战警：逆转未来,英国,布莱恩·辛格,休·杰克曼|詹姆斯·麦卡沃伊|迈克尔·法斯宾德|詹妮弗·劳伦斯|哈莉·贝瑞,剧情|奇幻|科幻|冒险|动作,经典,8.2,1.4206509948784936
10512661,银翼杀手2049,加拿大,丹尼斯·维伦纽瓦,瑞恩·高斯林|哈里森·福特|安娜·德·阿玛斯|西尔维娅·侯克斯|罗宾·怀特,剧情|犯罪|奇幻|惊悚|悬疑|科幻|动作,经典|文艺,8.3,1.5261717466262426
10533913,头脑特工队,美国,彼特·道格特|罗纳尔多·德尔·卡门,艾米·波勒|菲利丝·史密斯|理查德·坎德|比尔·哈德尔|刘易斯·布莱克,剧情|冒险|喜剧|奇幻,感人|经典|励志,8.7,1.4611330911008458
10727641,碟中谍5：神秘国度,中国香港,克里斯托弗·麦奎里,汤姆·克鲁斯|杰瑞米·雷纳|西蒙·佩吉|丽贝卡·弗格森|文·瑞姆斯,犯罪|剧情|惊悚|悬疑|冒险|动作,经典,7.7,1.1934216586166242
11525673,布达佩斯大饭店,德国,韦斯·安德森,拉尔夫·费因斯|托尼·雷沃罗利|艾德里安·布洛迪|威廉·达福|裘德·洛,战争|剧情|奇幻|喜剧|历史|冒险,搞笑|经典|文艺,8.8,1.5078702439774705
11606328,霍比特人2：史矛革之战,美国,彼得·杰克逊,伊恩·麦克莱恩|马丁·弗瑞曼|理查德·阿米蒂奇|本尼迪克特·康伯巴奇|奥兰多·布鲁姆,剧情|奇幻|科幻|冒险|动作,魔幻|经典,8.2,1.39720549067887
11610281,敢死队3,美国,帕特里克·休斯,西尔维斯特·史泰龙|杰森·斯坦森|阿诺·施瓦辛格|杜夫·龙格尔|韦斯利·斯奈普斯,战争|剧情|喜剧|犯罪|惊悚|冒险|动作,经典,6.7,1.2294289306403579
20471852,生化危机：终章,美国,保罗·安德森,米拉·乔沃维奇|伊恩·格雷|艾丽·拉特|鲁比·罗丝|李准基,剧情|惊悚|恐怖|悬疑|科幻|冒险|灾难|动作,经典,6.5,1.3113688807011872
21318488,消失的爱人,美国,大卫·芬奇,本·阿弗莱克|裴淳华|尼尔·帕特里克·哈里斯|凯莉·库恩|泰勒·派瑞,爱情|剧情|犯罪|惊悚|悬疑,女性|经典|文艺,8.7,1.4680538928616493
21349734,博物馆奇妙夜3,英国,肖恩·利维,本·斯蒂勒|罗宾·威廉姆斯|欧文·威尔逊|史蒂夫·库根|瑞奇·热维斯,剧情|喜剧|奇幻|科幻|冒险|动作,搞笑|魔幻|经典,7.0,1.22238390299255
22263645,猜火车2,英国,丹尼·博伊尔,伊万·麦克格雷格|约翰尼·李·米勒|罗伯特·卡莱尔|艾文·布莱纳|雪莉·亨德森,剧情|犯罪|喜剧,经典|文艺|青春,8.0,1.014097022601838
22939161,星际迷航3：超越星辰,美国,林诣彬,克里斯·派恩|扎克瑞·昆图|佐伊·索尔达娜|西蒙·佩吉|安东·叶利钦,战争|剧情|奇幻|科幻|冒险|动作,经典,7.3,1.3023425417669867
23331914,狂怒,德国,弗里茨·朗,西尔维娅·西德尼|斯宾塞·屈塞|沃尔特·艾贝尔,战争|剧情|犯罪|历史|动作,感人|经典,8.2,1.2282131360262791
23761370,速度与激情7,日本,温子仁,范·迪塞尔|保罗·沃克|杰森·斯坦森|米歇尔·罗德里格兹|乔丹娜·布鲁斯特,爱情|犯罪|剧情|惊悚|冒险|动作,感人|经典,8.3,1.4011717533130204
24815950,万物理论,英国,詹姆斯·马什,埃迪·雷德梅恩|菲丽希缇·琼斯|大卫·休里斯|艾米丽·沃森|查理·考克斯,传记|爱情|剧情,经典|励志|文艺,8.2,1.2544838499278221
24860563,招魂2,加拿大,温子仁,帕特里克·威尔森|维拉·法米加|麦迪逊·沃尔夫|弗兰西丝·奥康纳|劳伦·埃斯波西托,惊悚|悬疑|恐怖|剧情,经典,7.6,1.2553273863207344
25662329,疯狂动物城,美国,拜伦·霍华德|瑞奇·摩尔|杰拉德·布什,金妮弗·古德温|杰森·贝特曼|伊德里斯·艾尔巴|珍妮·斯蕾特|内特·托伦斯,爱情|剧情|喜剧|冒险|动作,搞笑|经典|励志,9.1,1.5494385304876617
25726614,神奇动物在哪里,英国,大卫·叶茨,埃迪·雷德梅恩|凯瑟琳·沃特斯顿|丹·福勒|艾莉森·萨多尔|科林·法瑞尔,剧情|喜剧|奇幻|科幻|冒险,魔幻|经典,7.8,1.286882181673468
25765735,金刚狼3：殊死一战,美国,詹姆斯·曼高德,休·杰克曼|帕特里克·斯图尔特|达芙妮·基恩|波伊德·霍布鲁克|斯戴芬·莫昌特,剧情|奇幻|悬疑|科幻|冒险|动作,感人|经典,8.3,1.3721557537922855
25773932,爆裂鼓手,美国,达米恩·查泽雷,迈尔斯·特勒|J·K·西蒙斯|保罗·雷瑟|梅莉莎·班诺伊|奥斯汀·斯托维尔,音乐|剧情,经典|励志,8.6,1.5311428496960013
25777636,奇幻森林,美国,乔恩·费儒,尼尔·塞西|比尔·默瑞|本·金斯利|伊德里斯·艾尔巴|露皮塔·尼永奥,冒险|奇幻,经典,7.8,1.242704950215672
25787888,八恶人,美国,昆汀·塔伦蒂诺,塞缪尔·杰克逊|库尔特·拉塞尔|詹妮弗·杰森·李|沃尔顿·戈金斯|德米安·比齐尔,剧情|喜剧|犯罪|惊悚|悬疑|西部|动作,经典|黑帮,8.3,1.403540696173384
25790761,东方快车谋杀案,英国,菲利普·马丁,大卫·苏切|艾琳·阿特金斯|杰西卡·查斯坦|玛丽-乔西·克罗兹|大卫·莫瑞瑟,惊悚|悬疑|剧情|犯罪,经典,8.0,1.1941043825624091
25807345,彗星来的那一夜,英国,詹姆斯·沃德·布柯特,艾米丽·芭尔多尼|莫瑞·史特林|尼古拉斯·布兰登|劳伦·斯卡法莉娅|伊丽莎白·格瑞斯,剧情|奇幻|惊悚|悬疑|科幻,经典,8.4,1.3816652134266068
25808075,猩球崛起3：终极之战,美国,马特·里夫斯,安迪·瑟金斯|伍迪·哈里森|史蒂夫·茨恩|卡琳·考诺娃|阿米尔·米勒,战争|剧情|奇幻|惊悚|科幻|冒险|动作,经典,6.9,1.2279953848236007
25824686,变形金刚5：最后的骑士,美国,迈克尔·贝,马克·沃尔伯格|伊莎贝拉·莫奈|劳拉·哈德克|安东尼·霍普金斯|乔什·杜哈明,战争|剧情|惊悚|科幻|冒险|动作,经典,4.8,1.4424200804718266
25864085,火星救援,英国,雷德利·斯科特,马特·达蒙|杰西卡·查斯坦|克里斯汀·韦格|杰夫·丹尼尔斯|迈克尔·佩纳,剧情|喜剧|科幻|冒险|灾难,经典|励志,8.4,1.226475675253507
25900945,美女与野兽,英国,比尔·康顿,艾玛·沃森|丹·史蒂文斯|卢克·伊万斯|凯文·克莱恩|乔什·加德,爱情|剧情|喜剧|奇幻|音乐|科幻|动作|歌舞,女性|魔幻|经典|青春,7.2,1.2627461552336883
25908051,间谍之桥,印度,史蒂文·斯皮尔伯格,汤姆·汉克斯|马克·里朗斯|斯科特· 谢泼德|艾米·莱安|塞巴斯蒂安·科赫,剧情|惊悚|悬疑|历史|传记,经典,8.0,1.205315417534568
