ID,电影名,地区,导演,主演,类型,特色,评分,评分标准差
1291544,哈利·波特与阿兹卡班的囚徒,英国,阿方索·卡隆,丹尼尔·雷德克里夫|艾玛·沃森|鲁伯特·格林特|加里·奥德曼|朱丽·沃特斯,剧情|奇幻|悬疑|科幻|冒险,魔幻|经典|青春,8.3,1.2604297562246518
1291545,大鱼,美国,蒂姆·波顿,伊万·麦克格雷格|阿尔伯特·芬尼|比利·克鲁德普|杰西卡·兰格|海伦娜·伯翰·卡特,冒险|剧情|奇幻,魔幻|经典,8.7,1.492991970850823
1291548,死亡诗社,美国,彼得·威尔,罗宾·威廉姆斯|罗伯特·肖恩·莱纳德|伊桑·霍克|乔西·查尔斯|盖尔·汉森,剧情,经典|励志|青春,9.0,1.4890239058497996
1291552,指环王3：王者无敌,美国,彼得·杰克逊,维果·莫腾森|伊莱贾·伍德|西恩·奥斯汀|丽芙·泰勒|伊恩·麦克莱恩,战争|剧情|奇幻|冒险|动作,魔幻|经典|励志,9.1,1.5833217219487208
1291554,歌剧魅影,英国,泰伦斯·费希,赫伯特·罗姆|海瑟·西尔斯|Edward de Souza,爱情|犯罪|剧情|惊悚|恐怖|音乐|悬疑|歌舞,经典|文艺,8.1,1.4278685348143534
1291562,黑暗中的舞者,丹麦,拉斯·冯·提尔,比约克|凯瑟琳·德纳芙|大卫·摩斯|彼得·斯特曼|乔尔·格雷,剧情|音乐|犯罪|歌舞,感人|女性|经典|文艺,8.3,1.5512325171689523
1291571,指环王1：魔戒再现,英国,彼得·杰克逊,伊莱贾·伍德|西恩·奥斯汀|伊恩·麦克莱恩|维果·莫腾森|奥兰多·布鲁姆,战争|剧情|奇幻|冒险|动作,魔幻|经典|励志,8.9,1.4975585737064463
1291572,指环王2：双塔奇兵,美国,彼得·杰克逊,伊莱贾·伍德|西恩·奥斯汀|伊恩·麦克莱恩|维果·莫腾森|奥兰多·布鲁姆,战争|剧情|奇幻|冒险|动作,魔幻|经典|励志,9.0,1.5318102501386397
1291580,杀死比尔,美国,昆汀·塔伦蒂诺,乌玛·瑟曼|刘玉玲|薇薇卡·福克斯|达丽尔·汉纳|大卫·卡拉丁,动作|惊悚|剧情|犯罪,经典|黑帮,8.1,1.4209796561468366
1291584,杀死比尔2,美国,昆汀·塔伦蒂诺,乌玛·瑟曼|大卫·卡拉丁|刘家辉|薇薇卡·福克斯|刘玉玲,爱情|犯罪|剧情|惊悚|动作,经典|黑帮,7.8,1.3460043565039925
1291586,海底总动员,美国,安德鲁·斯坦顿|李·昂克里奇,艾伯特·布鲁克斯|艾伦·德杰尼勒斯|亚历山大·古尔德|威廉·达福|布拉德·加内特,冒险|喜剧,搞笑|经典,8.2,1.3124378218459336
1291818,饮食男女,中国大陆,曹瑞原,霍思燕|蓝正龙|归亚蕾|张孝全|曾江,爱情|剧情,感人|经典|文艺,5.3,1.430791470144018
1291822,卢旺达饭店,英国,特瑞·乔治,唐·钱德尔|苏菲·奥康内多|杰昆·菲尼克斯|尼克·诺特|哈基姆·凯-卡西姆,传记|战争|剧情|历史,感人|经典,8.9,1.2649814131157662
1291824,黑鹰坠落,美国,雷德利·斯科特,乔什·哈奈特|伊万·麦克格雷格|汤姆·塞兹摩尔|金·寇兹|艾文·布莱纳,剧情|战争|动作|历史,经典,8.6,1.3612651565060805
1291832,低俗小说,美国,昆汀·塔伦蒂诺,约翰·特拉沃尔塔|乌玛·瑟曼|阿曼达·普拉莫|蒂姆·罗斯|塞缪尔·杰克逊,犯罪|剧情|喜剧|惊悚|悬疑|动作,搞笑|经典|黑帮|文艺,8.8,1.4921989336739439
1291833,杯酒人生,美国,亚历山大·佩恩,保罗·吉亚玛提|托马斯·哈登·丘奇|维吉妮娅·马德森|吴珊卓|玛丽路易丝·贝克,爱情|剧情|喜剧,经典|文艺,7.9,1.1917589323577755
1291835,迷失东京,日本,索菲亚·科波拉,斯嘉丽·约翰逊|比尔·默瑞|吉奥瓦尼·瑞比西|竹下明子|安娜·法瑞丝,爱情|剧情,经典|文艺,7.7,1.340507725065753
1291836,戴珍珠耳环的少女,英国,彼得·韦柏 ,科林·费尔斯|斯嘉丽·约翰逊|汤姆·威尔金森|朱迪·帕瑞福特|基里安·墨菲,爱情|传记|剧情,女性|经典|文艺,7.7,1.2571349285599638
1291840,走出非洲,美国,西德尼·波拉克,梅丽尔·斯特里普|罗伯特·雷德福|克劳斯·马利亚·布朗道尔|迈克尔·基臣,传记|爱情|冒险|剧情,女性|经典|文艺,8.5,1.1627423956217766
1291841,教父,美国,弗朗西斯·福特·科波拉,马龙·白兰度|阿尔·帕西诺|詹姆斯·肯恩|理查德·卡斯特尔诺|罗伯特·杜瓦尔,动作|剧情|犯罪,经典|黑帮|励志,9.2,1.5530537582376152
1291842,当哈利遇到莎莉,美国,罗伯·莱纳,梅格·瑞恩|比利·克里斯托|凯丽·费雪|布鲁诺·柯比,爱情|剧情|喜剧,经典|文艺,8.2,1.261605068836561
1291843,黑客帝国,澳大利亚,莉莉·沃卓斯基|拉娜·沃卓斯基,基努·里维斯|凯瑞-安·莫斯|劳伦斯·菲什伯恩|雨果·维文|格洛丽亚·福斯特,剧情|奇幻|犯罪|悬疑|科幻|冒险|动作,经典,8.8,1.519296788081443
1291844,终结者2：审判日,法国,詹姆斯·卡梅隆,阿诺·施瓦辛格|琳达·汉密尔顿|爱德华·福隆|罗伯特·帕特里克|阿尔·伯恩,科幻|惊悚|动作|剧情,经典,8.6,0.9898394498443579
1291853,英国病人,英国,安东尼·明格拉,拉尔夫·费因斯|朱丽叶·比诺什|威廉·达福|克里斯汀·斯科特·托马斯|纳威恩·安德利维斯,爱情|战争|剧情,感人|经典|文艺,8.5,1.447089862126422
1291859,布拉格之恋,法国,菲利普·考夫曼,丹尼尔·戴-刘易斯|朱丽叶·比诺什|莉娜·奥琳|德雷克·德·林特|厄兰·约瑟夫森,爱情|剧情|情色,经典|文艺,8.1,1.2773074838653558
1291869,本能,法国,保罗·范霍文,迈克尔·道格拉斯|莎朗·斯通|乔治·杜兹达扎|珍妮·特里普里霍恩|丹尼斯·阿尔恩特,爱情|犯罪|剧情|惊悚|悬疑|情色,经典,7.7,1.2951719095719232
1291870,雨人,美国,巴瑞·莱文森,达斯汀·霍夫曼|汤姆·克鲁斯|瓦莱丽亚·戈利诺|邦尼·亨特,剧情,感人|经典|励志,8.6,1.3179447796781707
1291990,爱在日落黄昏时,美国,理查德·林克莱特,伊桑·霍克|朱莉·德尔佩|弗农·多布切夫,爱情|剧情,感人|经典|文艺,8.8,1.4982084730199021
1291992,末路狂花,印度,Srijit Mukherji,Pallavi Sharda|Vidya Balan|Gauhar Khan,剧情|犯罪|惊悚|历史|传记,女性|经典,7.8,1.3915656480621525
1292001,海上钢琴师,意大利,朱塞佩·托纳多雷,蒂姆·罗斯|普路特·泰勒·文斯|比尔·努恩|梅兰尼·蒂埃里|阿尔贝托·巴斯克斯,爱情|音乐|剧情,感人|励志|经典|文艺,9.2,1.5653195281555867
1292052,肖申克的救赎,美国,弗兰克·德拉邦特,蒂姆·罗宾斯|摩根·弗里曼|鲍勃·冈顿|威廉姆·赛德勒|克兰西·布朗,剧情|悬疑|犯罪,感人|经典|励志,9.6,1.7229006826916868
1292062,美国丽人,美国,萨姆·门德斯,凯文·史派西|安妮特·贝宁|索拉·伯奇|韦斯·本特利|米娜·苏瓦丽,爱情|悬疑|剧情|情色,经典|文艺|青春,8.4,1.4730088453817765
1292064,楚门的世界,美国,彼得·威尔,金·凯瑞|劳拉·琳妮|艾德·哈里斯|诺亚·艾默里奇|娜塔莎·麦克艾霍恩,科幻|剧情|悬疑|喜剧,经典|励志,9.1,1.5387689242341869
1292065,疤面煞星,美国,布莱恩·德·帕尔玛,阿尔·帕西诺|斯蒂文·鲍尔|米歇尔·菲佛|玛丽·伊丽莎白·马斯特兰托尼奥|罗伯特·劳吉亚,动作|惊悚|犯罪|剧情,经典|黑帮,8.2,1.1900970499006696
1292067,冰血暴,英国,乔尔·科恩,威廉姆·H·梅西|史蒂夫·布西密|彼得·斯特曼|弗兰西斯·麦克多蒙德|哈威·普雷斯内尔,惊悚|悬疑|剧情|犯罪,经典,7.9,1.2686629308212853
1292208,上帝之城,法国,卡迪亚·兰德|费尔南多·梅里尔斯,亚历桑德雷·罗德里格斯|莱安德鲁·菲尔米诺|菲利佩·哈根森|道格拉斯·席尔瓦|乔纳森·哈根森,动作|剧情|战争|犯罪,经典|黑帮|青春,8.9,1.4452870978080778
1292212,天使之城,德国,布拉德·塞伯宁,尼古拉斯·凯奇|梅格·瑞恩|安德鲁·布劳尔|丹尼斯·弗兰茨|科鲁姆·费奥瑞,爱情|剧情|犯罪|奇幻,感人|经典|文艺|青春,7.9,1.3197976609563546
1292214,非常嫌疑犯,德国,布莱恩·辛格,史蒂芬·鲍德温|加布里埃尔·伯恩|本尼西奥·德尔·托罗|凯文·波拉克|凯文·史派西,剧情|犯罪|惊悚|悬疑|动作,经典|黑帮,8.6,1.402053939309422
1292217,穆赫兰道,法国,大卫·林奇,娜奥米·沃茨|劳拉·哈灵|安·米勒|贾斯汀·塞洛克斯|斯科特·科菲,爱情|犯罪|剧情|惊悚|恐怖|同性|悬疑,经典|文艺,8.3,1.5958250711333188
1292222,出租车司机,美国,马丁·斯科塞斯,罗伯特·德尼罗|朱迪·福斯特|斯碧尔·谢波德|艾伯特·布鲁克斯|哈威·凯特尔,动作|惊悚|犯罪|剧情,经典|文艺,8.4,1.4010349485046953
1292223,七宗罪,意大利,菲利普·德·布罗卡|克洛德·夏布洛尔|雅克·德米|让-吕克·戈达尔|马克斯·杜伊|尤内斯库|埃德沃德·莫利纳罗|罗杰·瓦迪姆,让-皮埃尔·卡塞尔|达尼·萨瓦尔|乔治·威尔森|让·德赛利|埃迪·康斯坦丁,惊悚|悬疑|犯罪|剧情,经典,8.4,1.5036741788153551
1292224,飞越疯人院,美国,米洛斯·福尔曼,杰克·尼科尔森|丹尼·德维托|克里斯托弗·洛伊德|路易丝·弗莱彻|威尔·萨姆森,剧情|喜剧,感人|励志|经典|文艺,9.0,1.5458682701668698
1292225,闪灵,英国,斯坦利·库布里克,杰克·尼科尔森|谢莉·杜瓦尔|丹尼·劳埃德|斯加特曼·克罗索斯|巴瑞·尼尔森,惊悚|悬疑|恐怖|剧情,经典,8.0,1.4300311146926086
1292226,2001太空漫游,美国,斯坦利·库布里克,凯尔·杜拉|加里·洛克伍德|威廉姆·西尔维斯特|丹尼尔·里希特|雷纳德·洛塞特,剧情|奇幻|惊悚|悬疑|科幻|冒险,经典|文艺,8.7,1.6290346079054787
1292229,天生杀人狂,美国,奥利佛·斯通,伍迪·哈里森|朱丽叶特·刘易斯|汤姆·塞兹摩尔|汤米·李·琼斯|小罗伯特·唐尼,爱情|剧情|犯罪|惊悚|动作,经典,8.0,1.5075754653694062
1292233,发条橙,英国,斯坦利·库布里克,马尔科姆·麦克道威尔|帕特里克·马基|迈克尔·贝茨|沃伦·克拉克|约翰·克莱夫,科幻|剧情|犯罪,经典|青春,8.4,1.5803143337302854
1292234,漫长的婚约,法国,让-皮埃尔·热内,奥黛丽·塔图|加斯帕德·尤利尔|多米尼克·皮侬|安德烈·杜索里埃|迪基·奥尔加多,爱情|悬疑|战争|剧情,经典|文艺,8.1,1.1252714624912754
1292260,现代启示录,美国,弗朗西斯·福特·科波拉,马龙·白兰度|马丁·辛|罗伯特·杜瓦尔|弗雷德里克·福瑞斯特|山姆·伯顿斯,战争|剧情,经典,8.4,1.4754917431110457
1292262,美国往事,意大利,赛尔乔·莱翁内,罗伯特·德尼罗|詹姆斯·伍兹|伊丽莎白·麦戈文|乔·佩西|波特·杨,爱情|犯罪|剧情,经典|黑帮,9.1,1.5708835233571286
1292267,银河系漫游指南,英国,加斯·詹宁斯,马丁·弗瑞曼|茅斯·达夫|山姆·洛克威尔|佐伊·丹斯切尔|沃维克·戴维斯,剧情|喜剧|奇幻|科幻|冒险,搞笑|经典,8.1,1.400506129018155
1292268,好家伙,美国,马丁·斯科塞斯,罗伯特·德尼罗|雷·利奥塔|乔·佩西|洛南·布雷科|保罗·索维诺,爱情|犯罪|剧情|喜剧|情色|传记|动作,经典|黑帮|文艺,8.3,1.240435119684802
1292270,梦之安魂曲,美国,达伦·阿伦诺夫斯基,艾伦·伯斯汀|杰瑞德·莱托|詹妮弗·康纳利|马龙·韦恩斯|克里斯托弗·麦克唐纳,惊悚|犯罪|剧情,经典,8.7,1.5798924204071814
1292271,毕业生,美国,迈克·尼科尔斯,安妮·班克罗夫特|达斯汀·霍夫曼|凯瑟琳·罗斯|威廉·丹尼尔斯|莫瑞·汉密尔顿,爱情|音乐|喜剧|剧情,经典|青春|励志|文艺,7.9,1.3588415840157553
1292288,公民凯恩,美国,Michael Epstein|Thomas Lennon,Richard Ben Cramer|威廉·阿伦德|彼得·博格丹诺维奇,传记|悬疑|剧情|犯罪,经典,7.6,1.4128914669854018
1292326,暴力街区,加拿大,卡米尔·狄拉玛,保罗·沃克|大卫·贝利|罗伯特·菲茨杰拉德·迪格斯|古奇·鲍埃|卡塔利娜·丹尼斯,剧情|犯罪|喜剧|冒险|动作,经典|黑帮,6.9,1.2227440831112237
1292332,移魂都市,美国,亚历克斯·普罗亚斯,卢夫斯·塞维尔|威廉·赫特|基弗·萨瑟兰|詹妮弗·康纳利,剧情|奇幻|惊悚|悬疑|科幻,经典,7.8,1.2817459775663176
1292343,蝴蝶效应,加拿大,埃里克·布雷斯|J·麦基·格鲁伯,阿什顿·库彻|梅罗拉·沃特斯|艾米·斯马特|埃尔登·汉森|威廉姆·李·斯科特,爱情|犯罪|剧情|喜剧|奇幻|惊悚|恐怖|悬疑|科幻,感人|经典|搞笑,8.7,1.4800748702756976
1292344,十二罗汉,美国,史蒂文·索德伯格,乔治·克鲁尼|布拉德·皮特|凯瑟琳·泽塔-琼斯|朱莉娅·罗伯茨|安迪·加西亚,剧情|犯罪|喜剧|惊悚|悬疑|冒险|动作,搞笑|经典,7.1,1.198958506997429
1292348,洛城机密,美国,柯蒂斯·汉森,凯文·史派西|罗素·克劳|盖·皮尔斯|詹姆斯·克伦威尔|金·贝辛格,剧情|犯罪|惊悚|悬疑|动作,经典|黑帮,8.7,0.9577317952687978
1292370,剪刀手爱德华,美国,蒂姆·波顿,约翰尼·德普|薇诺娜·瑞德|黛安·韦斯特|安东尼·迈克尔·豪尔|凯西·贝克,科幻|爱情|剧情|奇幻,感人|经典,8.7,1.4997577381941647
1292401,真爱至上,法国,理查德·柯蒂斯,休·格兰特|科林·费尔斯|艾玛·汤普森|凯拉·奈特莉|连姆·尼森,爱情|剧情|犯罪|喜剧,感人|经典|文艺|青春,8.5,1.4826858592963508
1292402,西西里的美丽传说,意大利,朱塞佩·托纳多雷,莫妮卡·贝鲁奇|朱塞佩·苏尔法罗|埃丽萨·莫鲁奇,爱情|战争|剧情|情色,女性|经典|文艺|青春,8.8,1.514618787045133
1292529,机器管家,德国,克里斯·哥伦布,罗宾·威廉姆斯|艾伯丝·戴维兹|山姆·尼尔|奥利弗·普莱特|绮尔斯腾·瓦伦,爱情|剧情|奇幻|喜剧|科幻,感人|经典,8.5,1.1750207757928117
1292531,华尔街,美国,奥利佛·斯通,查理·辛|迈克尔·道格拉斯|达丽尔·汉纳|塔马拉·图尼|约翰·C·麦金雷,剧情|犯罪,经典,8.1,0.8765916850885992
1292550,埃及艳后,英国,约瑟夫·L·曼凯维奇,伊丽莎白·泰勒|理查德·伯顿|雷克斯·哈里森|帕梅拉·布朗|乔治·科尔,爱情|战争|剧情|历史|传记,女性|经典,7.7,1.0843543823335267
1292553,真实的谎言,美国,詹姆斯·卡梅隆,阿诺·施瓦辛格|杰米·李·柯蒂斯|汤姆·阿诺德|比尔·帕克斯顿|蒂亚·卡雷尔,爱情|剧情|喜剧|犯罪|惊悚|科幻|冒险|动作,搞笑|经典,8.1,1.0665018827920025
1292656,心灵捕手,美国,格斯·范·桑特,马特·达蒙|罗宾·威廉姆斯|本·阿弗莱克|斯特兰·斯卡斯加德|明妮·德里弗,剧情,经典|励志|青春,8.8,1.4572695820041786
1292659,变脸,印度,Vamsi Paidipally,拉姆·查兰·特哈|阿留·阿俊|施卢蒂·哈森|艾米·杰克逊|卡加·艾嘉,爱情|犯罪|剧情|惊悚|悬疑|科幻|动作|歌舞,经典|文艺|青春,6.5,1.3533504913427363
1292699,东方快车谋杀案,英国,菲利普·马丁,大卫·苏切|艾琳·阿特金斯|杰西卡·查斯坦|玛丽-乔西·克罗兹|大卫·莫瑞瑟,惊悚|悬疑|犯罪|剧情,经典,8.0,1.0127608178259757
1292718,大河恋,美国,罗伯特·雷德福,布拉德·皮特|克莱格·谢佛|汤姆·斯凯里特|布兰达·布莱斯|伊迪·迈克莱尔,剧情,经典,8.4,1.023543645239868
1292720,阿甘正传,美国,罗伯特·泽米吉斯,汤姆·汉克斯|罗宾·怀特|加里·西尼斯|麦凯尔泰·威廉逊|莎莉·菲尔德,传记|爱情|剧情|喜剧,感人|励志|青春|文艺|经典,9.4,1.6089585910606117
1292722,泰坦尼克号,美国,詹姆斯·卡梅隆,莱昂纳多·迪卡普里奥|凯特·温丝莱特|比利·赞恩|凯西·贝茨|弗兰西丝·费舍,爱情|灾难|剧情|历史,感人|经典|励志,9.3,1.6136107770276382
1292728,勇闯夺命岛,美国,迈克尔·贝,肖恩·康纳利|尼古拉斯·凯奇|艾德·哈里斯|约翰·斯宾塞|大卫·摩斯,动作|冒险|战争|犯罪,经典,8.6,1.4017526697384188
1292769,世界末日,美国,迈克尔·贝,布鲁斯·威利斯|本·阿弗莱克|丽芙·泰勒|威廉·菲德内尔|比利·鲍伯·松顿,剧情|喜剧|奇幻|惊悚|科幻|冒险|灾难|动作,搞笑|经典,7.7,1.2842728469759979
1292792,我自己的爱达荷,美国,格斯·范·桑特,瑞凡·菲尼克斯|基努·里维斯|詹姆斯·拉索|罗德尼·哈维|切瑞拉·凯瑟莉,爱情|同性|剧情,经典|文艺|青春,8.2,1.2498418855210194
1292925,伴我同行,中国香港,高志森,刘雅丽|许芬|苏玉华|罗冠兰|陈淑仪,传记|冒险|剧情,女性|感人|励志|青春|文艺|经典,8.2,0.9887415689197514
1292973,小鸡快跑,英国,彼得·洛伊德|尼克·帕克,菲尔·丹尼尔斯|梅尔·吉布森|Tony Haygarth|简·霍洛克斯|米兰达·理查森,冒险|剧情|喜剧,搞笑|经典|励志,7.5,1.1501077975604674
1293013,独立日,美国,罗兰·艾默里奇,威尔·史密斯|比尔·普尔曼|杰夫·高布伦|玛丽·麦克唐纳|贾德·赫希,战争|剧情|惊悚|科幻|冒险|灾难|动作,经典|励志,7.9,1.3239727730976598
1293050,永不妥协,美国,史蒂文·索德伯格,朱莉娅·罗伯茨|阿尔伯特·芬尼|康查塔·费雷尔|艾伦·艾克哈特|玛格·海根柏格,传记|爱情|剧情,女性|经典|励志,8.3,0.828400158112677
1293088,小鬼当家,美国,克里斯·哥伦布,麦考利·卡尔金|乔·佩西|丹尼尔·斯特恩|约翰·赫德|罗伯茨·布洛瑟姆,剧情|喜剧,搞笑|经典,8.1,1.1413825748115676
1293124,惊情四百年,美国,弗朗西斯·福特·科波拉,加里·奥德曼|薇诺娜·瑞德|安东尼·霍普金斯|基努·里维斯|理查德·E·格兰特,爱情|剧情|奇幻|惊悚|恐怖,魔幻|经典,7.7,1.3293996025662496
1293145,费城故事,美国,乔治·库克,加里·格兰特|凯瑟琳·赫本|詹姆斯·斯图尔特|露丝·赫希|约翰·霍华德,剧情|爱情|喜剧|同性,经典,7.5,1.2333426744363332
1293167,生死时速,美国,扬·德·邦特,基努·里维斯|桑德拉·布洛克|丹尼斯·霍珀|杰夫·丹尼尔斯,动作|惊悚|犯罪|剧情,经典,8.0,1.226087898990181
1293173,古墓丽影,德国,西蒙·韦斯特,安吉丽娜·朱莉|强·沃特|伊恩·格雷|诺亚·泰勒|丹尼尔·克雷格,剧情|奇幻|科幻|冒险|动作,经典,7.0,1.247301913146463
1293181,惊魂记,美国,阿尔弗雷德·希区柯克,珍妮特·利|安东尼·博金斯|维拉·迈尔斯|马丁·鲍尔萨姆|约翰·加文,犯罪|剧情|惊悚|恐怖|悬疑,经典,8.9,1.5092308563562369
1293182,十二怒汉,美国,富兰克林·沙夫纳,罗伯特·卡明斯|法兰奇·汤恩|爱德华·阿诺德|保罗·哈特曼|约翰·贝尔,悬疑|剧情|犯罪,经典,9.4,1.6493619180889643
1293203,人鬼情未了,美国,杰瑞·扎克,帕特里克·斯威兹|黛米·摩尔|托尼·戈德温|乌比·戈德堡,爱情|悬疑|剧情|奇幻,感人|经典,8.2,1.3196646567890382
1293317,断箭,美国,吴宇森,约翰·特拉沃尔塔|克里斯蒂安·史莱特|萨曼莎·玛西丝|戴尔里·林多|鲍勃·冈顿,战争|剧情|犯罪|惊悚|冒险|动作,经典,7.2,1.1635738981920651
1293350,两杆大烟枪,英国,盖·里奇,杰森·弗莱明|德克斯特·弗莱彻|尼克·莫兰|杰森·斯坦森|斯蒂文·麦金托什,犯罪|剧情|喜剧|惊悚|悬疑|动作,搞笑|经典|黑帮,9.1,1.562793149141472
1293353,小鬼当家2,美国,克里斯·哥伦布,麦考利·卡尔金|乔·佩西|丹尼尔·斯特恩|凯瑟琳·欧哈拉|约翰·赫德,剧情|犯罪|喜剧|冒险|动作,搞笑|经典|青春,7.8,1.1415483627236351
1293374,热天午后,美国,西德尼·吕美特,阿尔·帕西诺|约翰·凯泽尔|查尔斯·德恩|克里斯·萨兰登|詹姆斯·布罗德里克,剧情|犯罪|喜剧,经典,8.6,1.3088286098603024
1293399,莫扎特传,美国,米洛斯·福尔曼,汤姆·休斯克|F·默里·亚伯拉罕|伊丽莎白·贝里奇|罗伊·多特里斯|杰弗瑞·琼斯,传记|音乐|剧情|历史,经典|文艺,8.6,1.4335751967063077
1293434,王牌对王牌,德国,F·加里·格雷,塞缪尔·杰克逊|凯文·史派西|大卫·摩斯|朗·瑞弗金|保罗·吉亚玛提,剧情|犯罪|惊悚|悬疑|动作,经典,8.4,1.2579247123495905
1293460,雨中曲,美国,斯坦利·多南|吉恩·凯利,吉恩·凯利|唐纳德·奥康纳|黛比·雷诺斯|赛德·查里斯|简·哈根,爱情|剧情|喜剧|音乐|歌舞,经典|文艺,9.0,1.3814183330639942
1293470,透明人,德国,保罗·范霍文,凯文·贝肯|伊丽莎白·苏|乔什·布洛林|金·迪肯斯|格雷戈·格伦伯格,剧情|犯罪|惊悚|恐怖|悬疑|科幻|动作,经典,6.6,1.2054958018968676
1293527,美国X档案,美国,托尼·凯耶,爱德华·诺顿|爱德华·福隆|比佛莉·德安姬罗|艾弗利·布鲁克斯,剧情|犯罪,经典,8.5,1.4009836447627264
1293530,角斗士,美国,雷德利·斯科特,罗素·克劳|杰昆·菲尼克斯|康妮·尼尔森|理查德·哈里斯|杰曼·翰苏,战争|剧情|历史|冒险|动作,经典|励志,8.4,1.37248060369493
1293537,空军一号,德国,沃尔夫冈·彼德森,哈里森·福特|加里·奥德曼|格伦·克洛斯|温迪·古逊|利塞尔·马修斯,战争|剧情|犯罪|惊悚|动作,经典,7.5,1.2971766336493633
1293544,沉默的羔羊,英国,Laurent Bouzereau,Jonathan Demme|Jodie Foster,爱情|剧情|犯罪|惊悚|恐怖|悬疑|冒险,经典|文艺,8.8,1.4617207894066067
1293555,电子情书,美国,诺拉·艾芙隆,汤姆·汉克斯|梅格·瑞恩|凯蒂·萨戈纳|格雷戈·金尼尔|帕克·波西,爱情|喜剧|剧情,经典|文艺,7.8,1.2559095139077552
1293731,忠奸人,美国,迈克·内威尔,阿尔·帕西诺|约翰尼·德普|迈克尔·马德森|布鲁诺·柯比|詹姆斯·拉索,剧情|惊悚|犯罪,经典|黑帮,8.1,1.2372824846042485
1293749,生活多美好,美国,弗兰克·卡普拉,詹姆斯·斯图尔特|唐娜·里德|莱昂纳尔·巴里摩尔|托马斯·米切尔|亨利·崔佛斯,爱情|剧情|奇幻|喜剧,经典|励志,9.2,1.3549278553072703
1293755,驱魔人,美国,威廉·弗莱德金,艾伦·伯斯汀|马克斯·冯·叙多夫|李·科布|琳达·布莱尔|杰森·米勒,惊悚|悬疑|恐怖|剧情,经典,7.6,1.32609839912986
1293764,与狼共舞,美国,Jim|Dutcher,理查德·基利,战争|剧情|历史|冒险|西部,经典,8.9,1.3203622134884003
1293792,异形2,英国,詹姆斯·卡梅隆,西格妮·韦弗|凯莉·赫恩|迈克尔·比恩|保罗·雷瑟|兰斯·亨利克森,剧情|惊悚|恐怖|悬疑|科幻|冒险|动作,经典,7.9,1.3149643683850065
1293799,壮志凌云,美国,托尼·斯科特,汤姆·克鲁斯|凯莉·麦吉利斯|方·基默|安东尼·爱德华兹|蒂姆·罗宾斯,动作|爱情|战争|剧情,经典|励志|青春,7.6,1.229745679435478
1293824,蝴蝶梦,美国,阿尔弗雷德·希区柯克,劳伦斯·奥利弗|琼·芳登|乔治·桑德斯|朱迪丝·安德森|尼格尔·布鲁斯,惊悚|爱情|剧情|悬疑,经典,8.2,1.1527486419155426
1293825,漂亮女人,美国,盖瑞·马歇尔,理查·基尔|朱莉娅·罗伯茨|拉尔夫·贝拉米|杰森·亚历山大|劳拉·圣吉亚科莫,爱情|剧情|喜剧,女性|励志|经典|文艺,7.9,1.3188170147872829
1293838,星球大战,美国,乔治·卢卡斯,哈里森·福特|马克·哈米尔|凯丽·费雪|彼得·库欣|亚历克·吉尼斯,战争|奇幻|科幻|冒险|动作,经典,8.3,1.3730838603804183
1293839,罗马假日,韩国,李德熙,任昌丁|孔炯轸|郑尚勋|姜信日|金正碧,爱情|剧情|犯罪|喜剧|悬疑,搞笑|经典|文艺,6.5,1.4932442606732317
1293908,城市之光,美国,查理·卓别林,查理·卓别林|弗吉尼亚·切瑞尔|佛罗伦斯·李|亨利·伯格曼|珍·哈露,爱情|剧情|喜剧,搞笑|经典,9.2,0.9561425143098967
1293929,廊桥遗梦,美国,克林特·伊斯特伍德,克林特·伊斯特伍德|梅丽尔·斯特里普|安妮·科利|维克多·斯勒扎克|吉姆·海尼,爱情|剧情,女性|感人|经典|文艺,8.6,1.5182945931976708
1293964,魂断蓝桥,美国,茂文·勒鲁瓦,费雯·丽|罗伯特·泰勒|露塞尔·沃特森|弗吉尼亚·菲尔德|玛丽亚·彭斯卡娅,爱情|战争|剧情,感人|经典|文艺,8.8,1.4841549371400964
1294037,未来水世界,美国,凯文·雷诺兹,凯文·科斯特纳|珍妮·特里普里霍恩|蒂娜·米乔里诺|瑞克阿维莱斯,剧情|奇幻|惊悚|科幻|冒险|灾难|动作,经典,7.2,1.3238810393761011
1294183,黑洞频率,美国,格里高利·霍布里特,丹尼斯·奎德|吉姆·卡维泽|肖恩·多伊尔|伊丽莎白·米切尔|诺亚·艾默里奇,剧情|犯罪|惊悚|悬疑|科幻,感人|经典,8.3,1.3047587902079492
1294240,教父3,美国,弗朗西斯·福特·科波拉,阿尔·帕西诺|黛安·基顿|塔莉娅·夏尔|安迪·加西亚|埃里·瓦拉赫,动作|剧情|悬疑|犯罪,经典|黑帮,8.8,1.4552830031170119
1294323,第一滴血,美国,特德·科特切夫,西尔维斯特·史泰龙|理查德·克里纳|布莱恩·丹内利|比尔·麦金尼|杰克·斯塔瑞特,战争|剧情|犯罪|惊悚|冒险|动作,经典,8.1,1.322046006246844
1294362,星球大战前传1：幽灵的威胁,美国,乔治·卢卡斯,连姆·尼森|伊万·麦克格雷格|娜塔莉·波特曼|杰克·洛伊德|伊恩·麦克迪阿梅德,战争|剧情|科幻|冒险|动作,魔幻|经典,8.1,1.3151848236330752
